Competitor_ID,Vertical_Category,Primary_Skill,Related_Skill,Related_Skill_CPC_USD,Related_Skill_PPC,#_of_Jobs
B,Finance,Strategy,Pivot Tables,1.72,3.0,2329.0
B,Finance,Strategy,Strategic Partnerships,2.39,5.0,2515.0
B,Finance,Strategy,Turnarounds,5.49,0.0,1938.0
B,Finance,Strategy,Performance Appraisal,11.36,24.0,1150.0
B,Finance,Strategy,Tableau,3.38,21.0,2207.0
B,Finance,Strategy,Market Sizing,7.86,6.0,4755.0
B,Finance,Strategy,IT-Strategie,16.825136612021858,0.0,1912.0
B,Finance,Strategy,Project Portfolio Management,26.83,35.0,679.0
B,Finance,Strategy,Strategic Consulting,15.42,24.0,4243.0
B,Finance,Strategy,Market Assessments,17.52,13.0,1807.0
B,Finance,Strategy,Growth Strategies,9.62,13.0,605.0
B,Finance,Strategy,International Business Development,2.09,13.0,4860.0
B,Finance,Strategy,Sensitivity Analysis,3.58,0.0,934.0
B,Finance,Strategy,Performance Improvement,2.64,5.0,2351.0
B,Finance,Strategy,Market Intelligence,16.07,32.0,4103.0
B,Finance,Strategy,Digital Transformation,28.25,49.0,115.0
B,Finance,Strategy,Strategic Data Analysis,16.825136612021858,59.0,3875.0
B,Finance,Strategy,Operational Risk Management,11.72,23.0,4699.0
B,Finance,Strategy,Pricing Strategy,5.19,14.0,3453.0
B,Finance,Strategy,Strategy Consulting,15.42,24.0,4935.0
B,Finance,Strategy,Transformation,1.65,1.0,1772.0
B,Finance,Strategy,Strategic Advisory,12.82,23.0,946.0
B,Finance,Strategy,Operational Excellence,6.69,18.0,1186.0
B,Finance,Strategy,Distribution Strategies,12.19,3.0,371.0
B,Finance,Strategy,Transition Management,11.01,8.0,1538.0
B,Finance,Strategy,International Project Management,6.3,16.0,1933.0
B,Finance,Strategy,Demand Planning,18.74,38.0,298.0
B,Finance,Strategy,Stakeholder Management,4.87,5.0,2915.0
B,Finance,Strategy,Trend Analysis,3.74,2.0,4221.0
B,Finance,Strategy,Turnaround Strategy,0.77,7.0,2310.0
B,Finance,Strategy,Product Management,8.81,33.0,2918.0
B,Finance,Strategy,Strategic Investment,10.32,29.0,159.0
B,Finance,Strategy,Research,2.47,2.0,4318.0
B,Finance,Strategy,Operational Turnaround,16.825136612021858,4.0,4419.0
B,Finance,Strategy,Pricing,0.51,6.0,2423.0
B,Finance,Strategy,Market Development,17.59,1.0,3162.0
B,Finance,Strategy,Statistical Data Analysis,7.95,40.0,2920.0
B,Finance,Strategy,Supply Chain,13.78,16.0,598.0
B,Finance,Strategy,Establishing Strategic Partnerships,16.825136612021858,23.0,988.0
B,Finance,Strategy,Market Entry,2.05,3.0,3087.0
B,Finance,Strategy,Growth Strategy,9.62,13.0,1498.0
B,Finance,Strategy,Quantitative Analytics,44.53,19.0,4509.0
B,Finance,Strategy,Market Data,4.96,22.0,188.0
B,Finance,Strategy,Product Marketing,11.15,34.0,94.0
B,Finance,Strategy,Trend Forecasting,3.39,6.0,3771.0
B,Finance,Strategy,Organizational Development,6.38,18.0,4570.0
B,Finance,Strategy,IT Transformation,24.42,13.0,4503.0
B,Finance,Strategy,IT Management,7.25,18.0,2272.0
B,Finance,Strategy,Regression Analysis,1.85,0.0,3592.0
B,Finance,Strategy,Supply Chain Management,32.85,38.0,4907.0
B,Finance,Strategy,Variance Analysis,16.73,2.0,2215.0
B,Finance,Strategy,SQL,8.84,20.0,4886.0
B,Finance,Strategy,Value Propositions,3.8,2.0,1488.0
B,Finance,Strategy,Strategic Management,5.08,9.0,3499.0
B,Finance,Strategy,Operational Strategy,11.6,14.0,4482.0
B,Finance,Strategy,Strategic Roadmaps,12.49,23.0,1028.0
B,Finance,Strategy,Management Due Diligence,16.825136612021858,9.0,2069.0
B,Finance,Strategy,Global Business Development,8.43,11.0,1144.0
B,Finance,Strategy,IT Operations,10.81,20.0,2303.0
B,Finance,Strategy,New Market Expansion,16.825136612021858,6.0,4103.0
B,Finance,Strategy,Segmentation,9.08,2.0,3363.0
B,Finance,Strategy,International Expansion,37.56,28.0,386.0
B,Finance,Strategy,Product Development,9.89,24.0,1123.0
B,Finance,Strategy,Sales Growth,7.86,6.0,182.0
B,Finance,Strategy,Digital Business Development,16.825136612021858,8.0,2544.0
B,Finance,Strategy,Digital Marketing,21.18,39.0,4415.0
B,Finance,Strategy,Forecasting,1.7,1.0,971.0
B,Finance,Strategy,Pricing Analysis,15.39,10.0,3553.0
B,Finance,Private Equity,Capital structuring,19.07,0.0,602.0
B,Finance,Private Equity,Investments,7.69,31.0,2778.0
B,Finance,Private Equity,Qualitative Research,3.28,3.0,4243.0
B,Finance,Private Equity,Real Estate Finance,12.04,35.0,3561.0
B,Finance,Private Equity,Infrastructure,5.36,1.0,1012.0
B,Finance,Private Equity,Growth Capital,8.37,20.0,3211.0
B,Finance,Private Equity,Hedge Funds,3.05,22.0,162.0
B,Finance,Private Equity,Bolt-on acquisitions,8.16,2.0,2386.0
B,Finance,Private Equity,Capital Structuring,19.07,0.0,4484.0
B,Finance,Private Equity,Debt financing,23.16,10.0,2483.0
B,Finance,Private Equity,Real Estate Investment Trust (REIT),23.81,47.0,3428.0
B,Finance,Private Equity,Funds return modeling,16.825136612021858,16.825136612021858,4652.0
B,Finance,Private Equity,Principal Investing,6.88,3.0,3486.0
B,Finance,Private Equity,Real Estate Private Equity,33.03,50.0,2948.0
B,Finance,Private Equity,SPAC,1.09,28.0,667.0
B,Finance,Private Equity,Structured Finance,7.75,4.0,3320.0
B,Finance,Private Equity,Real Estate,2.26,22.0,1279.0
B,Finance,Private Equity,Private Equity Funding,12.99,37.0,1679.0
B,Finance,Private Equity,Return on Investment Analysis,16.825136612021858,5.0,456.0
B,Finance,Private Equity,Capital Structure,19.07,0.0,3483.0
B,Finance,Private Equity,Turnaround Management,7.28,6.0,1031.0
B,Finance,Private Equity,Debt Restructuring,23.59,31.0,4568.0
B,Finance,Private Equity,Private Equity Firms,11.03,31.0,3170.0
B,Finance,Private Equity,Search fund,6.91,7.0,1360.0
B,Finance,Private Equity,Private Equity,10.45,21.0,563.0
B,Finance,Private Equity,Fund Administration,22.98,47.0,4401.0
B,Finance,Private Equity,Real Estate Investment,12.5,58.0,3184.0
B,Finance,Private Equity,IRR calculation,8.92,1.0,4246.0
B,Finance,Private Equity,Deal Sourcing,26.03,7.0,3064.0
B,Finance,Private Equity,Investment Research,13.94,38.0,3953.0
B,Finance,Private Equity,Private Placements,7.28,9.0,44.0
B,Finance,Private Equity,Securitization,2.57,2.0,4453.0
B,Finance,Private Equity,LBO,3.9,1.0,3426.0
B,Finance,Private Equity,Advisory Boards,5.36,17.0,3458.0
B,Finance,Private Equity,Business Turnaround,8.17,17.0,1131.0
B,Finance,Private Equity,CFO,11.9,9.0,298.0
B,Finance,Private Equity,Capital Projects,3.52,1.0,3469.0
B,Finance,Private Equity,Management Buyouts,0.23,0.0,370.0
B,Finance,Private Equity,Operational Planning,6.75,7.0,1211.0
B,Finance,Private Equity,Refinance,58.46,66.0,1027.0
B,Finance,Private Equity,Buyouts,3.62,1.0,2818.0
B,Finance,Private Equity,Asset Based Lending,22.89,55.0,4052.0
B,Finance,Private Equity,Fund Of Funds,6.52,13.0,4094.0
B,Finance,Private Equity,Target financing,5.33,19.0,4340.0
B,Finance,Private Equity,Debt & Equity Financing,27.17,15.0,4865.0
B,Finance,Private Equity,Investment Analysis,2.18,27.0,3466.0
B,Finance,Private Equity,Fund of funds (FoF),16.825136612021858,43.0,3858.0
B,Finance,M&A,Financial Regulation,6.37,2.0,207.0
B,Finance,M&A,Intellectual Property Valuation,5.94,25.0,4746.0
B,Finance,M&A,Investor Presentations,5.79,41.0,1841.0
B,Finance,M&A,Revenue & Profit Growth,16.825136612021858,16.825136612021858,1819.0
B,Finance,M&A,Licensing,3.28,2.0,3173.0
B,Finance,M&A,Screening,2.41,4.0,3025.0
B,Finance,M&A,Financial Strategy,8.32,18.0,4575.0
B,Finance,M&A,Scenario Analysis,9.3,5.0,1707.0
B,Finance,M&A,Strategic Negotiations,2.65,14.0,2270.0
B,Finance,M&A,M&A execution,16.825136612021858,34.0,378.0
B,Finance,M&A,Revenue Forecasting,22.04,33.0,4136.0
B,Finance,M&A,Financial Modeling,12.2,28.0,3443.0
B,Finance,M&A,Pre-IPO,15.31,50.0,2119.0
B,Finance,M&A,M&A Negotiations,6.04,44.0,4367.0
B,Finance,M&A,International Financial Reporting Standards (IFRS),16.825136612021858,8.0,4158.0
B,Finance,M&A,Leveraged Finance,3.33,1.0,1035.0
B,Finance,M&A,International Negotiations,0.25,1.0,2661.0
B,Finance,M&A,M&A experience,4.51,15.0,63.0
B,Finance,M&A,Project Management Office (PMO),26.31,13.0,4493.0
B,Finance,M&A,P&L Management,9.24,8.0,2235.0
B,Finance,M&A,Restructuring,2.64,0.0,1072.0
B,Finance,M&A,Financial Forecasting,11.39,25.0,987.0
B,Finance,M&A,Transaction Advisory Services,9.24,34.0,3756.0
B,Finance,M&A,Valuation Modeling,4.0,7.0,1897.0
B,Finance,M&A,Managerial Finance,13.28,8.0,4432.0
B,Finance,M&A,Team Management,4.82,14.0,1920.0
B,Finance,M&A,M&A due diligence,20.6,40.0,1885.0
B,Finance,M&A,SEC Reporting,5.54,7.0,1905.0
B,Finance,M&A,Negotiations,3.52,1.0,4885.0
B,Finance,M&A,Project Finance,6.97,18.0,3611.0
B,Finance,M&A,Revenue Recognition,11.82,13.0,1866.0
B,Finance,M&A,Strategic M&A,18.23,27.0,4063.0
B,Finance,M&A,Spin-offs,0.57,1.0,178.0
B,Finance,M&A,Transaction Management,10.78,6.0,3507.0
B,Finance,M&A,Mergermarket,9.48,1.0,2149.0
B,Finance,M&A,Strategic Alliances,3.19,3.0,2397.0
B,Finance,M&A,Financial Statements,8.18,20.0,2397.0
B,Finance,M&A,Negotiation,3.52,1.0,4509.0
B,Finance,M&A,Telecommunications,19.86,10.0,4434.0
B,Finance,M&A,International Joint Ventures,1.48,7.0,3632.0
B,Finance,M&A,Investment Banking,11.96,10.0,644.0
B,Finance,M&A,P&L Forecasting,16.825136612021858,10.0,1599.0
B,Finance,M&A,Vendor Due Diligence,31.88,31.0,590.0
B,Finance,M&A,Financial Structuring,7.75,4.0,4097.0
B,Finance,M&A,Investor Reporting,8.34,24.0,4315.0
B,Finance,M&A,Financial Transactions,6.49,29.0,3210.0
B,Finance,M&A,Joint Ventures,4.97,4.0,2027.0
B,Finance,M&A,Revenue Management,10.09,19.0,2384.0
B,Finance,M&A,Planning Budgeting & Forecasting,16.825136612021858,75.0,3708.0
B,Finance,M&A,Structuring,1.45,0.0,1238.0
B,Finance,M&A,Financial Technology,13.32,32.0,696.0
B,Finance,M&A,Options,3.04,9.0,725.0
B,Finance,M&A,Carve-Outs,16.825136612021858,1.0,1892.0
B,Finance,M&A,M&A support,37.42,27.0,4479.0
B,Finance,M&A,PMO,16.75,4.0,1751.0
B,Finance,M&A,Financial Controlling,8.02,12.0,3319.0
B,Finance,M&A,VBA,3.35,1.0,3358.0
B,Finance,M&A,Valuation,5.14,2.0,1543.0
B,Finance,M&A,Mergers,7.49,6.0,481.0
B,Finance,M&A,Licensing Agreements,18.04,25.0,2379.0
B,Finance,M&A,Transaction Origination,16.825136612021858,14.0,4005.0
B,Finance,M&A,Financial Statement Analysis,4.51,40.0,4118.0
B,Finance,M&A,Investment Valuation,2.18,76.0,3591.0
B,Finance,M&A,Revenue Analysis,16.825136612021858,1.0,1983.0
B,Finance,M&A,New Business Opportunities,4.65,33.0,4756.0
B,Finance,M&A,Scenario planning,13.4,26.0,1906.0
B,Finance,M&A,Fundraising,10.64,46.0,3913.0
B,Finance,M&A,Financial Planning & Analysis,2.67,29.0,1603.0
B,Finance,M&A,Real Estate Transactions,1.6,16.0,2073.0
B,Finance,M&A,SEC Financial Reporting,7.04,12.0,4313.0
B,Finance,M&A,Value Creation,2.27,2.0,1728.0
B,Finance,M&A,Financial Planning,13.5,52.0,4411.0
B,Finance,M&A,Financial Reporting,16.85,21.0,2749.0
B,Finance,M&A,Financial Systems,12.88,9.0,3554.0
B,Finance,M&A,Strategic Planning,6.26,23.0,1400.0
B,Finance,M&A,Post-Merger Integration,20.78,37.0,1307.0
B,Finance,M&A,Integration,3.05,1.0,2973.0
B,Finance,M&A,Succession Planning,6.43,27.0,1701.0
B,Finance,M&A,Revenue Cycle,8.89,35.0,2857.0
B,Finance,M&A,IFRS,3.73,1.0,3930.0
B,Finance,M&A,PMI,1.72,26.0,2228.0
B,Finance,M&A,Post Merger Integration,20.78,37.0,2670.0
B,Finance,M&A,P&L Analysis,16.88,12.0,4264.0
B,Finance,M&A,Strategic Financial Planning,8.08,15.0,4942.0
B,Finance,M&A,Pitch Books,5.48,20.0,1846.0
B,Finance,M&A,IP,1.38,1.0,2384.0
B,Finance,M&A,Financial Planning and Analysis,6.13,51.0,4792.0
B,Finance,M&A,IPO,3.3,11.0,60.0
B,Finance,M&A,Financial Projection,16.27,38.0,246.0
B,Finance,M&A,Financial Risk Management,7.8,29.0,2476.0
B,Finance,M&A,International M&A,26.31,26.0,4792.0
B,Finance,M&A,Industry Analysis,8.69,11.0,388.0
B,Finance,M&A,M&A analysis,5.99,32.0,2498.0
B,Finance,M&A,SEC filings,8.09,9.0,4547.0
B,Finance,M&A,Transaction services,6.27,10.0,4731.0
B,Finance,M&A,M&A Modeling,9.79,16.0,4234.0
B,Finance,M&A,S&P Capital IQ,5.96,8.0,835.0
B,Finance,M&A,Project Planning,10.58,79.0,3039.0
B,Finance,M&A,Financial Due Diligence,10.5,15.0,4198.0
B,Finance,M&A,Special Situations,0.88,6.0,208.0
B,Finance,Investment Management,Investment Policy Statement (IPS),16.825136612021858,3.0,4724.0
B,Finance,Investment Management,Quantitative Finance,7.11,15.0,424.0
B,Finance,Investment Management,Hedging,0.79,55.0,2963.0
B,Finance,Investment Management,Impact Investing,15.98,36.0,3274.0
B,Finance,Investment Management,Equity Derivatives,16.825136612021858,2.0,4871.0
B,Finance,Investment Management,Asset Management,21.45,29.0,3673.0
B,Finance,Investment Management,ESG,8.72,31.0,2539.0
B,Finance,Investment Management,Bottom-up analysis,16.825136612021858,0.0,2497.0
B,Finance,Investment Management,Equity Research,30.87,19.0,3854.0
B,Finance,Investment Management,Credit Rating,10.21,32.0,655.0
B,Finance,Investment Management,Capital Markets,13.91,10.0,3972.0
B,Finance,Investment Management,Fundamental Analysis,4.81,6.0,2528.0
B,Finance,Investment Management,Asset Allocation,10.88,26.0,3508.0
B,Finance,Investment Management,Fixed Income Portfolio Management,22.98,15.0,4161.0
B,Finance,Investment Management,Socially Responsible Investing,18.72,46.0,588.0
B,Finance,Investment Management,Bonds,2.63,6.0,2352.0
B,Finance,Investment Management,High Net Worth Individuals,19.75,20.0,4209.0
B,Finance,Investment Management,Top-Down analysis,16.825136612021858,0.0,499.0
B,Finance,Investment Management,Fixed Income Analysis,29.16,41.0,3195.0
B,Finance,Investment Management,Technical analysis,6.57,26.0,2312.0
B,Finance,Investment Management,Mutual Funds,7.27,38.0,4884.0
B,Finance,Investment Management,ETFs,4.34,35.0,2240.0
B,Finance,Investment Management,Risk Management,7.53,25.0,45.0
B,Finance,Investment Management,Portfolio Optimization,1.06,10.0,575.0
B,Finance,Investment Management,Commodities,6.18,1.0,4426.0
B,Finance,Investment Management,SPSS,4.27,17.0,3273.0
B,Finance,Investment Management,ESG/ Corporate Governance,10.33,27.0,3826.0
B,Finance,Investment Management,Treasury,1.35,2.0,2117.0
B,Finance,Investment Management,Wealth Management,26.22,50.0,325.0
B,Finance,Investment Management,Economics,3.69,8.0,1018.0
B,Finance,Investment Management,Portfolio analysis,5.06,22.0,4667.0
B,Finance,Investment Management,Public equities,5.15,4.0,2358.0
B,Finance,Investment Management,Alternative Investments,16.71,53.0,3742.0
B,Finance,Investment Management,High Yield,1.68,70.0,2998.0
B,Finance,Investment Management,Equities,7.09,3.0,4482.0
B,Finance,Investment Management,Credit,5.54,28.0,3514.0
B,Finance,Investment Management,Corporate Social Responsibility,15.02,17.0,2072.0
B,Finance,Investment Management,Credit Derivatives,0.21,2.0,1300.0
B,Finance,Investment Management,Economic Research,5.14,12.0,1210.0
B,Finance,Investment Management,Investment Strategies,10.32,29.0,4964.0
B,Finance,Investment Management,Behavioral Finance,3.94,7.0,4686.0
B,Finance,Investment Management,Tactical Asset Allocation,10.32,15.0,4178.0
B,Finance,Investment Management,Financial Engineering,3.22,17.0,4644.0
B,Finance,Investment Management,Foreign Exchange (FX) Options,16.825136612021858,16.825136612021858,3888.0
B,Finance,Investment Management,Fundamental research,16.825136612021858,0.0,1364.0
B,Finance,Investment Management,Equity Research Analysis,16.825136612021858,17.0,4987.0
B,Finance,Investment Management,Econometric Modeling,4.16,2.0,141.0
B,Finance,Investment Management,Hedgefonds,16.825136612021858,3.0,4613.0
B,Finance,Investment Management,Sector report,16.825136612021858,9.0,3843.0
B,Finance,Investment Management,Family Office,22.65,38.0,3176.0
B,Finance,Investment Management,Macroeconomics,2.09,1.0,1113.0
B,Finance,Investment Management,Stock valuation,6.07,11.0,4360.0
B,Finance,Investment Management,Investment Advisory,16.3,50.0,1361.0
B,Finance,Investment Management,Derivatives,0.8,0.0,2015.0
B,Finance,Investment Management,Portfolio Management,7.26,30.0,2696.0
B,Finance,Investment Management,Investor Relations,6.61,10.0,4086.0
B,Finance,Investment Management,Credit Analysis,20.41,14.0,3567.0
B,Finance,Investment Management,Fixed Income,18.03,29.0,1612.0
B,Finance,FinTech,Cybersecurity,27.1,46.0,4927.0
B,Finance,FinTech,Identity and Security,16.825136612021858,9.0,1556.0
B,Finance,FinTech,Product Strategy,14.47,16.0,1180.0
B,Finance,FinTech,Consumer Lending,10.67,30.0,4426.0
B,Finance,FinTech,Distributed Ledger Technology (DLT),16.825136612021858,15.0,1696.0
B,Finance,FinTech,"RegTech, Risk and Compliance",16.825136612021858,16.825136612021858,3859.0
B,Finance,FinTech,SME financing,10.56,7.0,3848.0
B,Finance,FinTech,Personal Financial Planning,14.33,42.0,3695.0
B,Finance,FinTech,Alternative Finance,22.5,29.0,4583.0
B,Finance,FinTech,Product Innovation,6.01,31.0,4052.0
B,Finance,FinTech,Cryptocurrencies,12.43,37.0,3190.0
B,Finance,FinTech,Blockchain,16.825136612021858,16.825136612021858,2741.0
B,Finance,FinTech,Ethereum,16.825136612021858,16.825136612021858,4991.0
B,Finance,FinTech,Payments,5.8,24.0,709.0
B,Finance,FinTech,SME financing,10.56,7.0,4702.0
B,Finance,FinTech,Mortgages,26.97,41.0,551.0
B,Finance,FinTech,Artificial Intelligence (AI),20.79,15.0,2305.0
B,Finance,FinTech,insurtech,7.76,38.0,728.0
B,Finance,FinTech,Smart Contracts,5.01,15.0,2184.0
C,Project Management,Product Owners,Business Analysts,11.57,31.0,524.0
C,Project Management,Web Project Managers,Software Consultants,27.31,29.0,1764.0
C,Project Management,Software Project Managers,Mobile Developers,22.01,29.0,4038.0
C,Project Management,Scrum Masters,Agile software developers,28.72727272727273,24.0,786.0
C,Project Management,Software Consultants,Mobile Developers,22.01,29.0,748.0
C,Project Management,Funding Consultants,Marketplace Developers,51.38,36.0,1813.0
C,Project Management,Software Project Managers,Web Developers,22.33,36.0,4219.0
C,Project Management,Software Project Managers,Business Strategists,10.03,27.0,1122.0
C,Project Management,Agile Coaches,Product Owners,3.94,4.0,4828.0
C,Project Management,Business Analysts,IT Project Managers,9.02,32.0,2816.0
C,Project Management,Software Consultants,IT Project Managers,9.02,32.0,1528.0
C,Project Management,Software Project Managers,Business Analysts,11.57,31.0,1068.0
C,Project Management,IT Product Managers,Web Developers,22.33,36.0,2781.0
C,Project Management,Business Analysts,Funding Consultants,4.66,21.0,1951.0
C,Project Management,Scrum Masters,Product Owners,3.94,4.0,4362.0
C,Project Management,Product Owners,IT Product Managers,28.72727272727273,28.72727272727273,4581.0
C,Project Management,Business Strategists,Product Owners,3.94,4.0,1141.0
C,Project Management,Scrum Masters,IT Project Managers,9.02,32.0,2702.0
C,Project Management,Web Project Managers,IT Project Managers,9.02,32.0,1677.0
C,Project Management,Funding Consultants,Business Analysts,11.57,31.0,2859.0
C,Project Management,Software Consultants,Funding Consultants,4.66,21.0,1166.0
C,Project Management,IT Project Managers,IT Product Managers,28.72727272727273,28.72727272727273,1899.0
C,Project Management,Software Consultants,Business Analysts,11.57,31.0,2227.0
C,Project Management,IT Product Managers,Scrum Masters,7.4,31.0,2166.0
C,Project Management,IT Product Managers,Agile Coaches,4.46,28.0,2615.0
C,Project Management,Business Strategists,Funding Consultants,4.66,21.0,2307.0
C,Project Management,IT Project Managers,Business Analysts,11.57,31.0,2461.0
C,Project Management,Scrum Masters,Product Managers,8.81,33.0,454.0
C,Project Management,IT Project Managers,Product Owners,3.94,4.0,4243.0
C,Project Management,IT Product Managers,Software Consultants,27.31,29.0,4966.0
C,Project Management,Digital Marketing Consultants,Web Developers,22.33,36.0,2078.0
C,Project Management,Business Analysts,Agile Coaches,4.46,28.0,311.0
C,Project Management,Web Project Managers,Agile Coaches,4.46,28.0,93.0
C,Project Management,Web Project Managers,IT Product Managers,28.72727272727273,28.72727272727273,2132.0
C,Project Management,Web Project Managers,Product Owners,3.94,4.0,1190.0
C,Project Management,Product Owners,IT Project Managers,9.02,32.0,120.0
C,Project Management,Digital Marketing Consultants,Business Analysts,11.57,31.0,3124.0
C,Project Management,Funding Consultants,MedTech Developers,28.72727272727273,28.72727272727273,4196.0
C,Project Management,Agile Coaches,Scrum Masters,7.4,31.0,4555.0
C,Project Management,Software Consultants,Web Developers,22.33,36.0,2442.0
C,Project Management,Software Project Managers,Product Owners,3.94,4.0,26.0
C,Project Management,Digital Marketing Consultants,Software Consultants,27.31,29.0,2571.0
C,Project Management,IT Project Managers,Business Strategists,10.03,27.0,2131.0
C,Project Management,Agile Coaches,Product Managers,8.81,33.0,4373.0
C,Project Management,Business Analysts,Business Strategists,10.03,27.0,2145.0
C,Project Management,Product Owners,Software Consultants,27.31,29.0,4199.0
C,Project Management,Business Strategists,IT Project Managers,9.02,32.0,733.0
C,Project Management,Agile Coaches,Software Consultants,27.31,29.0,3419.0
C,Project Management,IT Project Managers,Mobile Developers,22.01,29.0,4245.0
C,Project Management,Business Analysts,Scrum Masters,7.4,31.0,3783.0
C,Project Management,Funding Consultants,Software Consultants,27.31,29.0,4688.0
C,Project Management,Agile Coaches,Agile software developers,28.72727272727273,24.0,4666.0
C,Project Management,IT Project Managers,Web Developers,22.33,36.0,2834.0
C,Project Management,Business Strategists,Business Analysts,11.57,31.0,31.0
C,Project Management,Scrum Masters,Agile Coaches,4.46,28.0,2832.0
C,Project Management,Web Project Managers,Scrum Masters,7.4,31.0,524.0
C,Project Management,Digital Marketing Consultants,e-commerce Developers,26.64,23.0,1386.0
C,Project Management,Software Consultants,Business Strategists,10.03,27.0,4017.0
C,Project Management,Scrum Masters,Software Consultants,27.31,29.0,1086.0
C,Project Management,Digital Marketing Consultants,Hubspot Developers,19.75,49.0,2839.0
C,Project Management,IT Product Managers,IT Project Managers,9.02,32.0,4356.0
C,Project Management,Business Strategists,Digital Marketing Consultants,21.48,22.0,4960.0
C,Project Management,Funding Consultants,Fintech Developers,45.94,45.0,3943.0
C,Project Management,Software Project Managers,IT Product Managers,28.72727272727273,28.72727272727273,4579.0
C,Project Management,Business Strategists,Software Consultants,27.31,29.0,1135.0
C,Project Management,IT Product Managers,Product Owners,3.94,4.0,1470.0
C,Project Management,Business Analysts,Software Consultants,27.31,29.0,3775.0
C,Project Management,Funding Consultants,Business Strategists,10.03,27.0,3108.0
C,Project Management,Agile Coaches,IT Project Managers,9.02,32.0,4766.0
C,Project Management,Product Owners,Agile Coaches,4.46,28.0,559.0
C,Project Management,Digital Marketing Consultants,Salesforce Developers,18.05,45.0,4873.0
C,Project Management,Product Owners,Business Strategists,10.03,27.0,1056.0
D,Design,Branding Experts,Software Prototyping Experts,36.111111111111114,36.111111111111114,3885.0
D,Design,UX/UI Designers,Mobile Designers,36.111111111111114,21.0,1031.0
D,Design,Mobile App Designers,JAVA Developers,13.29,36.0,4246.0
D,Design,Web Designers,Software Prototyping Experts,36.111111111111114,36.111111111111114,2451.0
D,Design,Product Designers,Web Designers,22.33,36.0,3650.0
D,Design,Software Prototyping,Mobile Designers,36.111111111111114,21.0,3245.0
D,Design,Mobile App Designers,UX/UI Designers,22.14,51.0,2929.0
D,Design,3D Designers,Web Designers,22.33,36.0,1969.0
D,Design,Branding Experts,UX/UI Designers,22.14,51.0,4363.0
D,Design,Product Designers,Illustration Designers,14.35,50.0,3546.0
D,Design,3D Designers,Software Prototyping Experts,36.111111111111114,36.111111111111114,749.0
D,Design,Product Designers,Mobile Designers,36.111111111111114,21.0,3504.0
D,Design,3D Designers,Product Designers,14.47,44.0,2962.0
D,Design,Illustration Designers,Software Prototyping Experts,36.111111111111114,36.111111111111114,3430.0
D,Design,Mobile App Designers,IT Project Managers,9.02,32.0,3431.0
D,Design,UX/UI Designers,Software Prototyping Experts,36.111111111111114,36.111111111111114,1159.0
D,Design,Product Designers,UX/UI Designers,22.14,51.0,4178.0
D,Design,Illustration Designers,UX/UI Designers,22.14,51.0,1409.0
D,Design,Software Prototyping,Software Consultants,27.31,29.0,4097.0
D,Design,Software Prototyping,UX/UI Designers,22.14,51.0,467.0
D,Design,3D Designers,Illustration Designers,14.35,50.0,4140.0
D,Design,Software Prototyping,Digital Designers,8.89,22.0,3846.0
D,Design,Digital Designers,UX/UI Designers,22.14,51.0,1147.0
D,Design,Illustration Designers,Web Designers,22.33,36.0,1220.0
D,Design,Web Designers,Software Consultants,27.31,29.0,4557.0
D,Design,Digital Designers,Mobile Designers,36.111111111111114,21.0,536.0
D,Design,Product Designers,Branding Experts,10.53,33.0,1831.0
D,Design,UX/UI Designers,Web Designers,22.33,36.0,4564.0
D,Design,Illustration Designers,Mobile Designers,36.111111111111114,21.0,809.0
D,Design,Software Prototyping,Product Designers,14.47,44.0,558.0
D,Design,Web Designers,UX/UI Designers,22.14,51.0,4929.0
D,Design,Mobile App Designers,Software Consultants,27.31,29.0,2036.0
D,Design,UX/UI Designers,Software Consultants,27.31,29.0,1656.0
D,Design,Digital Designers,Illustration Designers,14.35,50.0,204.0
D,Design,Mobile App Designers,Software Prototyping Experts,36.111111111111114,36.111111111111114,2045.0
D,Design,UX/UI Designers,Front End Developers,19.17,37.0,2161.0
D,Design,Illustration Designers,Illustration Designers,14.35,50.0,2578.0
D,Design,Branding Experts,Product Designers,14.47,44.0,951.0
D,Design,Software Prototyping,Web Designers,22.33,36.0,340.0
D,Design,3D Designers,UX/UI Designers,22.14,51.0,1880.0
D,Design,Product Designers,Software Prototyping Experts,36.111111111111114,36.111111111111114,3108.0
D,Design,Mobile App Designers,Mobile Developers,22.01,29.0,3208.0
D,Design,Web Designers,Web Developers,22.33,36.0,4881.0
D,Design,Branding Experts,Mobile Designers,36.111111111111114,21.0,4405.0
D,Design,Digital Designers,Software Prototyping Experts,36.111111111111114,36.111111111111114,1904.0
D,Design,UX/UI Designers,JavaScript Developers,53.18,35.0,4563.0
D,Design,Digital Designers,Web Designers,22.33,36.0,901.0
D,Design,Digital Designers,Product Designers,14.47,44.0,3371.0
D,Design,Web Designers,Front End Developers,19.17,37.0,872.0
D,Design,3D Designers,Mobile Designers,36.111111111111114,21.0,296.0
D,Design,Branding Experts,Web Designers,22.33,36.0,545.0
D,Design,Branding Experts,Illustration Designers,14.35,50.0,4139.0
D,Design,Web Designers,IT Project Managers,9.02,32.0,1881.0
D,Design,Illustration Designers,Product Designers,14.47,44.0,3621.0
D,Development,.net Developers,Software Consultants,27.31,29.0,412.0
D,Development,.net Developers,PHP Developers,165.3,26.0,2860.0
D,Development,.net Developers,ASP.NET Developers,50.33,28.0,1384.0
